lead_id,lead_name,tier,sector,notes,municipality,province,phone,distance_km,plant_name,paco_why,manolo_autoridad,viable,motivo_rechazo
mingalario_39432432,Mingalario,B,otro,Spanish Restaurant,Carmona,Sevilla,954 14 38 93,0.466,CS Carmona I,"Se trata de un restaurante, que puede tener un consumo relevante durante el día, pero falta información sobre el consumo anual.","Otros restaurantes cerca de ti ya están aprovechando tarifas de 0,09 euros/kWh. Si me envías tu factura, te cuento más.",,
motel_a1e17f23,Motel,B,otro,Motel,Toledo,Toledo,,1.941,CS Madridejos II,"No se proporciona información sobre el consumo anual, lo que genera incertidumbre en la clasificación. Sin embargo, la actividad de motel sugiere un posible consumo diurno.","Otros moteles en tu área ya están pagando solo 0,09 euros/kWh gracias a la energía solar. Si me envías tu factura, puedo decirte cuánto podrías ahorrar.",,
mya_sushi_sevilla_c9d84658,MYA Sushi Sevilla,B,otro,Restaurant,Dos Hermanas,Sevilla,692 82 11 88,1.476,CS Dos Hermanas,"El lead es un restaurante, lo que sugiere consumo diurno, pero falta información sobre el consumo anual y la tarifa eléctrica.","Hay restaurantes cercanos que ya están disfrutando de tarifas de 0,09 euros/kWh. A menos de 2km de ti, hay una planta solar que lo hace posible. ¿Me mandas tu ú",,
new_rock_shoes_s.l._af887a8a,New Rock Shoes S.L.,B,otro,Manufacturer,Yecla,Murcia,968 71 80 27,2.217,CS Yecla II,"El lead no proporciona información sobre su consumo anual, lo que genera incertidumbre en su clasificación. Está ubicado dentro del radio de la planta solar.","Empresas en tu zona ya están aprovechando energía a 0,09 euros/kWh. La planta solar que está a menos de 2km de ti está ayudando a reducir costos. Mándame tu últ",,
olivar_de_santa_tere_aedb9d6b,Olivar de Santa Teresa S.L.,B,otro,Event Venue,Toledo,Toledo,925 76 04 00,1.179,CS Torrijos II,"El lead es una empresa y se encuentra dentro del radio de 5km de la planta solar, pero falta información sobre su consumo eléctrico anual.","En la zona ya hay empresas que están pagando 0,09 euros/kWh. Si te interesa, con tu factura te puedo hacer un estudio sin compromiso.",,
palacio_de_gallego_r_f9417f1e,Palacio de Gallego Restaurante & Boutique,B,otro,Restaurant,Baeza,Jaén,667 76 01 84,0.358,CS Baeza II,"El lead es un restaurante, que generalmente tiene un consumo relevante, pero falta información específica sobre su consumo anual y la tarifa eléctrica. Está cerca de la planta solar.","Hay restaurantes en tu zona que ya están pagando solo 0,09 euros/kWh. ¿Te gustaría conocer más sobre esto?",,
panaceite_centro_a504f804,Panaceite Centro,B,otro,Bistro,1,Jaén,953 24 06 30,1.523,CS Jaén I,"Es un negocio, pero falta información sobre el consumo eléctrico y la tarifa. Se encuentra a menos de 5 km de la planta solar.","Empresas en Jaén ya están disfrutando de tarifas de 0,09 euros/kWh gracias a la planta solar que está a 1,5km de tu ubicación. Me mandas la última factura? En 5",,
patxis_c4d86f5a,Patxis,B,otro,Restaurant,Villacañas,Toledo,925 16 02 82,4.765,CS Villacañas I,"Restaurante, no se dispone de consumo anual, pero puede encajar en el TIER B si cumple con el consumo mínimo. Está dentro del radio de la planta solar.","Hay restaurantes en tu zona que ya están aprovechando tarifas de 0,09 euros/kWh. Tú también puedes hacerlo, solo necesito tu factura eléctrica.",,
plataforma_logística_c95b46b7,Plataforma Logística DIA Sevilla,B,otro,Storage,Dos Hermanas,Sevilla,,2.293,CS Dos Hermanas,"Falta información sobre el consumo anual y la tarifa eléctrica. Sin embargo, la proximidad a la planta solar y la actividad sugiere un potencial medio para el PPA.","Empresas en la zona de Dos Hermanas ya están pagando 0,09 euros/kWh. Te invito a que mandes tu factura eléctrica para ver cómo puedes unirte.",,
repuestos_fuentes_dc928a45,Repuestos Fuentes,B,otro,,La Palma del Condado,Huelva,959 87 64 17,2.749,CS Palma del Condado I,"No se dispone del consumo anual, pero la proximidad a la planta solar es favorable. Se recomienda más información sobre su actividad y consumo eléctrico.","Hay empresas en La Palma del Condado que ya están pagando 0,09 euros/kWh por su energía, gracias a una planta solar a menos de 3km de distancia. Si me mandas la",,
restauante_manolo_ma_7320b102,Restauante Manolo Mayo,B,otro,Restaurant,Los Palacios y Villafranca,Sevilla,955 81 10 86,0.143,CS Los Palacios y Villafranca,Restaurante clasificado como probable en TIER B debido a su actividad. No se dispone de información sobre consumo energético específico.,"Hay restaurantes en tu zona que ya disfrutan de tarifas de 0,09 euros/kWh con energía solar. No te quedes atrás. Mándame la última factura y en 5 minutos tendrá",,
restaurante_alambiqu_4da320fa,Restaurante alambique,B,otro,Restaurant,Km 39,Jaén,953 32 20 12,3.061,CS Jaén I,"El restaurante puede tener un consumo considerable, pero falta información sobre el consumo anual y tipo de tarifa eléctrica.","Otros restaurantes cercanos a ti ya están pagando solo 0,09 euros/kWh por su electricidad. Te animo a que envies tu factura eléctrica para ver cómo te beneficia",,
restaurante_bar_parc_82fc8354,Restaurante Bar Parcela 15,B,otro,Restaurant,Parcela 15,Jaén,685 16 75 51,0.659,CS Torredelcampo II,"Restaurante que probablemente tenga un consumo relevante, pero falta información concreta sobre el consumo anual y tipo de tarifa eléctrica.","Hay restaurantes en tu zona que ya están pagando 0,09 euros/kWh gracias a una planta solar cercana. No te quedes atrás en este cambio. Si me envías la última fa",,
restaurante_barahond_617d522c,Restaurante Barahonda,B,otro,Fine Dining Restaurant,Yecla,Murcia,968 75 36 04,3.908,CS Yecla II,"Se trata de un restaurante, lo que sugiere actividad diurna y un consumo posiblemente significativo, aunque el consumo anual no está especificado. Está ubicado a menos de 5 km de la planta solar de Soldelia.","Hay restaurantes en Yecla que ya están pagando 0,09 euros/kWh. Estás a menos de 4km de esta posibilidad.",,
restaurante_bodegón__e7898b1f,Restaurante Bodegón Abuelo Curro,B,otro,Restaurant,Bollullos Par del Condado,Huelva,959 41 21 29,4.879,CS Palma del Condado I,"Aunque la actividad es relevante y se ubica cerca de una planta solar, falta información sobre el consumo anual para clasificarlo con mayor precisión.","Hay restaurantes en tu área que ya aprovechan la energía solar a 0,09 euros/kWh. ¿Te gustaría ver cómo podrían beneficiarse también?",,
restaurante_casa_mig_29554401,Restaurante Casa Miguela,B,otro,Restaurant,Los Palacios y Villafranca,Sevilla,625 03 32 28,0.741,CS Los Palacios y Villafranca,"El negocio es un restaurante, lo que sugiere un consumo diurno, pero falta información sobre el consumo anual y la tarifa eléctrica.","Restaurantes en tu zona ya están pagando solo 0,09 euros/kWh gracias a la planta solar cerca de ti. Si me envías la última factura eléctrica, te puedo ayudar a ",,
restaurante_casa_mor_5f90d6b8,Restaurante Casa Moral,B,otro,Restaurant,Los Palacios y Villafranca,Sevilla,955 81 62 16,0.654,CS Los Palacios y Villafranca,"Restaurante con posible encaje en la comunidad solar, pero se requiere información sobre el consumo para confirmarlo. La actividad es relevante pero no se puede estimar el kWh anual sin más datos.","Hay restaurantes en tu zona que ya están pagando 0,09 euros/kWh gracias a la energía solar. Sería interesante que conozcas cómo lo hacen.",,
restaurante_casa_ram_4800e1e5,Restaurante Casa Ramos,B,otro,Bar & Grill,Alcalá de Guadaíra,Sevilla,955 61 44 87,1.399,CS Alcalá de Guadaíra I,"El restaurante puede tener un consumo relevante, pero falta información sobre el consumo anual. Está dentro del radio de 5km de la planta solar.","Hay restaurantes cerca de ti que ya disfrutan de tarifas de 0,09 euros/kWh. Podrías unirte a ellos.",,
restaurante_casa_tom_f60f024f,Restaurante Casa Tomás,B,otro,Restaurant,Plasencia,Cáceres,927 41 90 51,4.825,CS Plasencia II,"El restaurante se encuentra en el rango de distancia adecuado a la planta solar y es un establecimiento con actividad diurna. Sin embargo, falta información sobre el consumo anual.","Restaurantes en Plasencia ya están aprovechando tarifas de 0,09 euros/kWh con energía solar. ¿Te gustaría saber cómo?",,
restaurante_casablan_5900bce1,RESTAURANTE CASABLANCA,B,otro,Restaurant,Villanueva de la Serena,Badajoz,924 84 78 06,1.939,CS Villanueva de la Serena I,"Es un restaurante, lo que indica un posible consumo significativo, aunque falta información sobre su consumo anual. Se encuentra a 1.939 km de la planta solar.","Otros restaurantes en Villanueva de la Serena ya están aprovechando tarifas de 0,09 euros/kWh. Están más cerca de lo que piensas.",,
restaurante_cinema_0cc28b47,Restaurante Cinema,B,otro,Restaurant,Dos Hermanas,Sevilla,955 38 37 19,1.787,CS Dos Hermanas,"El restaurante puede encajar en el TIER B por su consumo potencial ya que la actividad de restauración suele requerir energía durante el día. Sin embargo, falta información clave sobre su consumo anual.",,,
restaurante_despensa_59815778,Restaurante Despensa de Extremadura,B,otro,Restaurant,Plasencia,Cáceres,927 42 17 19,2.867,CS Plasencia II,"Restaurante puede tener un consumo significativo, pero falta información sobre tarifas y consumo anual. Está dentro del radio de la planta solar.","Hay restaurantes cerca de ti que ya están pagando solo 0,09 euros/kWh gracias a la energía solar. Con una planta a menos de 3km, no pierdas la oportunidad de su",,
restaurante_el_calle_237d30f5,Restaurante El Callejón de los Gatos,B,otro,Restaurant,18,Albacete,967 21 11 38,0.403,CS Albacete I,"Se clasifica en TIER B por ser un restaurante, pero no se dispone de información sobre el consumo anual de energía. No se puede determinar su consumo diurno.","Hay restaurantes cerca de ti que ya están pagando 0,09 euros/kWh por su energía. Tú también puedes acceder a esa tarifa. Si me mandas tu última factura, te hago",,
restaurante_el_cangr_83241714,Restaurante El Cangrejo,B,otro,Restaurant,La Solana,Ciudad Real,626 42 37 16,0.809,CS La Solana I,"El sector se ajusta a TIER B y la distancia a la planta solar es adecuada, pero falta información sobre el consumo anual.","En la zona, otros restaurantes ya están disfrutando de tarifas de 0,09 euros/kWh gracias a la planta cercana. No te quedes atrás. Mándame tu última factura y te",,
restaurante_el_pintó_690aee24,Restaurante El Pintón,B,otro,Tapas Restaurant,Casco Antiguo,Sevilla,955 07 51 53,0.743,CS Sevilla I,"El restaurante no tiene información suficiente para calificarlo en TIER A, pero su actividad podría generar un consumo significativo.","Hay restaurantes en tu zona que ya están pagando 0,09 euros/kWh. Podrías unirte a ellos y mejorar tu rentabilidad.",,
restaurante_el_valle_0f81c885,Restaurante El Valle,B,otro,Restaurant,Lucena,Córdoba,957 50 19 74,0.805,CS Lucena III,"Es un restaurante, lo que sugiere un consumo diurno, aunque los datos sobre el consumo anual son desconocidos. No se cumplen todos los requisitos mínimos para una calificación superior.",Otros restaurantes en Lucena ya están beneficiándose de precios reducidos en su factura eléctrica. ¿Te gustaría saber cómo?,,
restaurante_gula_0817f2e5,Restaurante gula,B,otro,Restaurant,Villacañas,Toledo,925 88 86 55,4.139,CS Villacañas I,"El lead es un restaurante, lo que indica actividad diurna, pero no se dispone de información de consumo anual.","Otros restaurantes cerca de ti ya están pagando 0,09 euros/kWh gracias a la energía solar. A menos de 5km hay una planta que ofrece esta tarifa. Si me pasas tu ",,
restaurante_hnos_her_135cae3c,RESTAURANTE HNOS HERVÁS (LA PACHANGA),B,otro,Spanish Restaurant,Los Palacios y Villafranca,Sevilla,955 81 22 21,0.452,CS Los Palacios y Villafranca,"Restaurante con actividad diurna potencial, pero falta información sobre el consumo anual. Puede estar en el intervalo de 30.000 a 100.000 kWh.","Hay restaurantes en tu zona que ya pagan 0,09 euros/kWh por su energía. A menos de 1km de La Pachanga hay una planta solar que podría beneficiarte. Con tu factu",,
restaurante_l'alter_bce84958,Restaurante L'Alter,B,otro,Spanish Restaurant,Picassent,Valencia,666 46 60 91,3.325,CS Alcàsser I,"Es un restaurante, lo que sugiere actividad diurna, pero se necesita más información sobre consumo anual para una clasificación precisa.","Hay restaurantes en tu zona que ya están pagando 0,09 euros/kWh por su energía. No dejes pasar esta oportunidad. Me mandas la última factura? En 5 minutos tiene",,
restaurante_la_almaz_a6b61a71,Restaurante La Almazara de Carmona,B,otro,Restaurant,Carmona,Sevilla,685 85 15 60,0.430,CS Carmona I,"Aunque falta información sobre el consumo anual, la actividad de restaurante sugiere un uso relevante de energía. Están dentro del radio de la planta solar de Soldelia.","Otros restaurantes en Carmona ya pagan 0,09 euros/kWh. Esto les ayuda a controlar sus gastos. Si me envías tu última factura, puedo mostrarte cómo lograrlo tamb",,
restaurante_la_fonda_c3ea0462,Restaurante La Fonda,B,otro,Restaurant,Torrijos,Toledo,925 57 44 25,1.066,CS Torrijos II,"Es un restaurante, lo que sugiere un posible consumo diurno. Sin datos de consumo anual, se clasifica como B.","Hay restaurantes cerca de ti que ya están pagando 0,09 euros/kWh. Al estar a menos de 2km de la planta solar, puedes ser el próximo. ¿Me mandas la última factur",,
restaurante_la_fraga_eedc1688,"Restaurante La Fragata, Plasencia",B,otro,Restaurant,Cáceres,Cáceres,927 31 68 52,2.733,CS Plasencia II,"El lead es un restaurante, lo que sugiere un potencial de consumo, pero faltan datos como el consumo anual. Está dentro del radio de la planta solar.","Restaurantes en Plasencia ya están pagando solo 0,09 euros/kWh. Hay una planta solar a menos de 3km de tu negocio que les ayuda a lograrlo.",,
restaurante_la_panza_e3abb227,Restaurante La Panza,B,otro,Bar & Grill,Torrijos,Toledo,925 77 14 72,1.021,CS Torrijos II,"Aunque no se dispone de datos de consumo, un restaurante podría estar cerca de los 30,000 kWh/año. La actividad diurna sugiere un buen encaje.","Hay restaurantes en Torrijos que ya están pagando 0,09 euros/kWh. Este modelo ya está funcionando. ¿Me mandas la última factura? En 5 minutos tienes los números",,
restaurante_la_santa_7cf46585,Restaurante La Santa Taberna,B,otro,Tapas Restaurant,Los Palacios y Villafranca,Sevilla,654 15 63 64,0.527,CS Los Palacios y Villafranca,"Es un restaurante que probablemente tiene un consumo relevante, pero falta información sobre su consumo anual. Está ubicado cerca de una planta solar.","Hay restaurantes cercanos que ya se benefician de tarifas de 0,09 euros/kWh. Tu puedes hacer lo mismo, solo necesito tu última factura para mostrarte cómo.",,
restaurante_la_venta_71008d76,Restaurante La Venta,B,otro,Bar & Grill,Madridejos,Toledo,665 43 32 02,2.978,CS Madridejos II,"Es un restaurante, lo que puede indicar un consumo significativo, pero la falta de información sobre el consumo anual limita la clasificación a TIER B.","Otros restaurantes cercanos ya están pagando 0,09 euros/kWh gracias a energía solar. ¿Te gustaría saber si puedes beneficiarte también?",,
restaurante_la_venta_640cb5c9,Restaurante La Venta De Meco,B,otro,Spanish Restaurant,Meco,Madrid,918 86 03 05,4.178,CS Azuqueca de Henares I,"El lead es un restaurante, lo que sugiere un consumo en horas diurnas. Se necesita información de consumo anual para un mejor ajuste.","Otros restaurantes en la zona ya están pagando 0,09 euros/kWh por su electricidad. A menos de 5km de ti, esta opción está disponible.",,
restaurante_la_yedra_5e032bb4,Restaurante La Yedra,B,otro,Restaurant,Carmona,Sevilla,954 14 45 25,0.723,CS Carmona I,"Restaurante clasificado en TIER B debido a su actividad que indica un consumo significativo, aunque no se dispone de datos de consumo específicos. Su proximidad a la planta solar permite evaluar oportunidades.","Restaurantes en Carmona ya están aprovechando la energía solar a 0,09 euros/kWh. Podrías seguir su ejemplo al estar tan cerca de la planta.",,
restaurante_lola_c8da0440,Restaurante Lola,B,otro,Restaurant,Torredelcampo,Jaén,953 81 26 12,0.474,CS Torredelcampo II,"El restaurante tiene un consumo probable de entre 30.000 y 100.000 kWh/año, aunque hace falta más información sobre el consumo específico y la tarifa eléctrica. Su actividad diurna sugiere un encaje moderado con la comunidad solar.","Otros restaurantes cerca de ti ya están pagando 0,09 euros/kWh. Si me mandas la última factura, te muestro la diferencia.",,
restaurante_los_chis_deb5431d,Restaurante Los Chispos,B,otro,Restaurant,Yecla,Murcia,968 75 20 64,3.716,CS Yecla II,"No se tiene información sobre el consumo anual, pero al ser un restaurante, puede encajar en el TIER B si supera los 30.000 kWh/año. La distancia a la planta solar es adecuada.","Otros restaurantes en Yecla ya están pagando 0,09 euros/kWh, gracias a la planta solar que está a menos de 5km. ¿Me mandas la última factura? En 5 minutos tiene",,
restaurante_molino_d_170ed453,Restaurante Molino de la Romera,B,otro,Restaurant,Carmona,Sevilla,954 14 20 00,0.662,CS Carmona I,"El restaurante es un establecimiento de alimentación que puede cumplir con los requisitos de consumo, aunque se necesita verificar el consumo anual exacto.","Otros restaurantes en Carmona ya están pagando solo 0,09 euros/kWh. No dejes pasar la oportunidad de reducir tus costos.",,
restaurante_montes_d0c39e8f,Restaurante Montes,B,otro,Restaurant,Villacañas,Toledo,925 16 02 05,3.974,CS Villacañas I,"Es un restaurante, que generalmente consume energía durante el día, pero no se dispone de información sobre el consumo anual preciso.","Restaurantes en Villacañas ya están pagando 0,09 euros/kWh. ¿Te gustaría saber más sobre esto?",,
restaurante_pizzería_3c86200e,Restaurante Pizzería Góndola de la Mancha,B,otro,Pizza Restaurant,La Solana,Ciudad Real,926 63 45 17,0.086,CS La Solana I,"El restaurante es un establecimiento con actividad de consumo diurno, lo que lo hace adecuado para la propuesta de Soldelia. Sin embargo, dada la falta de datos de consumo anual, se clasifica en TIER B con bajo nivel de confianza.","Hay restaurantes en tu área que ya están pagando solo 0,09 euros/kWh por su energía. Si me mandas la factura eléctrica, puedo ayudarte a ver si tú también puede",,
restaurante_succo_2ba825cc,Restaurante Succo,B,otro,Spanish Restaurant,Plasencia,Cáceres,927 41 29 32,4.145,CS Plasencia II,"Es un restaurante, lo que sugiere un consumo activo durante el día, pero falta información sobre el consumo anual y la tarifa eléctrica.","Hay restaurantes cerca de ti que ya están pagando solo 0,09 euros/kWh. Esta opción está funcionando bien para ellos.",,
rtc_sport_0f67df46,RTC SPORT,B,taller,Car repair and maintenance service,Lucena,Córdoba,957 51 45 11,1.177,CS Lucena III,"Es un taller, lo que sugiere un consumo considerable, pero faltan datos de consumo anual. Está en el radio de una planta solar Soldelia.","Otros talleres cercanos ya están pagando 0,09 euros/kWh por su energía. Aprovecha que hay una planta solar a menos de 2km. ¿Me mandas la última factura? En 5 mi",,
taberna_chocaito_931739f7,Taberna Chocaito,B,otro,Restaurant,La Palma del Condado,Huelva,959 40 14 04,0.669,CS Palma del Condado I,"El lead es un restaurante, lo que sugiere un consumo potencial significativo aunque faltan datos sobre su factura eléctrica y consumo anual.","Hay restaurantes cerca de ti que ya están pagando 0,09 euros/kWh por su energía. Tú también puedes beneficiarte de esta tarifa. ¿Te importa enviarme la última f",,
taberna_la_liebre_51a86064,Taberna La Liebre,B,otro,Restaurant,Los Palacios y Villafranca,Sevilla,664 67 68 94,0.227,CS Los Palacios y Villafranca,"El lead es un restaurante, generalmente con una demanda energética relevante, pero no hay datos sobre consumo anual. Está ubicado cerca de la planta solar.","Otros restaurantes cerca de ti ya están pagando 0,09 euros/kWh. No pierdas la oportunidad de unirte a ellos.",,
"talleres_climamotor,_43b77dc8","TALLERES CLIMAMOTOR, S.L.",B,taller,Car repair and maintenance service,Villacañas,Toledo,925 20 13 68,4.601,CS Villacañas I,"El lead es un taller que puede consumir entre 30.000 y 100.000 kWh/año, pero falta información sobre el consumo exacto.","Hay talleres cercanos que ya están aprovechando la energía solar y están pagando 0,09 euros/kWh. Puedes hacer lo mismo, sin cambios complicados. ¿Me mandas la ú",,
tasca_ramos_48026934,Tasca Ramos,B,otro,Restaurant,Los Palacios y Villafranca,Sevilla,955 81 20 03,0.530,CS Los Palacios y Villafranca,"El lead es un restaurante y aunque faltan datos de consumo, puede encajar en el rango de 30.000-100.000 kWh/año. Está dentro del radio de 5 km de la planta solar.","Otros restaurantes en la zona ya están disfrutando de tarifas de 0,09 euros/kWh. ¿Te gustaría saber cómo lo están haciendo?",,
vandelvira_restauran_1734c986,Vandelvira Restaurante,B,otro,Fine Dining Restaurant,Baeza,Jaén,681 98 21 57,0.098,CS Baeza II,"El restaurante puede tener un consumo relevante, pero se carece de datos sobre su consumo anual. La distancia a la planta es favorable.","En Baeza, hay restaurantes que ya están pagando solo 0,09 euros/kWh gracias a la planta solar a menos de un kilómetro. Mándame tu última factura y te cuento cóm",,
venta_el_carrito_3bd1bfc7,Venta El Carrito,B,otro,Restaurant,Alcalá de Guadaíra,Sevilla,954 10 05 97,1.875,CS Alcalá de Guadaíra I,"Es un restaurante, lo que sugiere un consumo diurno, pero no hay información sobre su consumo anual específico.","Hay restaurantes en Alcalá de Guadaíra que ya pagan 0,09 euros/kWh por su energía. Te puede interesar saber cómo lo lograron.",,
verallia_1512f073,Verallia,B,otro,Storage,Azuqueca de Henares,Guadalajara,949 34 83 05,0.317,CS Azuqueca de Henares I,"Verallia es una empresa y se encuentra a menos de 5 km de una planta solar, pero no se tiene información sobre su consumo anual.","Otras empresas en Azuqueca de Henares ya están pagando 0,09 euros/kWh. Verallia podría beneficiarse también de esta tarifa.",,
área_de_servicio_los_31c6fb58,Área de Servicio Los Palacios,B,otro,Restaurant,Km,Sevilla,608 74 14 83,3.984,CS Los Palacios y Villafranca,"Se trata de un restaurante, que podría consumir energía diurna, pero no se dispone de datos sobre el consumo anual. La distancia de la planta solar cumple con el requisito.","Otros restaurantes en tu zona ya están disfrutando de energía a 0,09 euros/kWh. Te puedo ayudar a verificar si te interesa.",,
área_de_servicio_tor_3e3f0ae9,Área de Servicio Torrent (Dir. Barcelona),B,otro,Restaurant,Torrent,Valencia,648 85 95 19,3.319,CS Alcàsser I,"Es un restaurante, lo que sugiere un consumo significativo, aunque no se proporciona información sobre el consumo anual exacto.",,,
